,Acc_Reward
0,42.88250999999998
1,43.301935
2,44.38093999999999
3,44.906189999999995
4,45.721627999999995
5,68.13567833333333
6,64.94685428571428
7,62.57351875
8,60.693369999999994
9,59.37735299999999
10,60.340579999999996
11,59.241085
12,58.066854615384614
13,57.406974999999996
14,56.79574066666667
15,59.87118125
16,59.09628058823529
17,58.41997333333333
18,57.816657368421055
19,57.2385405
