,Acc_Reward
0,60.59006
1,51.426965
2,49.39470333333335
3,49.965935000000016
4,48.92896200000001
5,48.41549666666668
6,49.195638571428574
7,48.613991250000005
8,48.32870333333334
9,48.147913
